,station_id,stationame,month_beginning,avg_weekday_rides,avg_saturday_rides,avg_sunday-holiday_rides,monthtotal,Location,latitude,longitude
8494,41440,Addison-Brown,12/01/2005,1782.3,810.2,438.6,43672,"(41.947028, -87.674642)",,
8495,41310,Paulina,12/01/2005,2032.9,1106.4,649.8,51472,"(41.943623, -87.670907)",,
8496,40360,Southport,12/01/2005,2524.7,1295.8,664.6,62821,"(41.943744, -87.663619)",,
8497,41210,Wellington,12/01/2005,2285.0,931.4,537.8,55332,"(41.936033, -87.653266)",,
8498,40530,Diversey,12/01/2005,4191.8,2280.6,1228.4,105573,"(41.932732, -87.653131)",,
8499,40660,Armitage,12/01/2005,3387.7,1423.0,770.2,82108,"(41.918217, -87.652644)",,
8500,40800,Sedgwick,12/01/2005,2646.5,1279.4,850.4,66225,"(41.910409, -87.639302)",,
8501,40710,Chicago/Franklin,12/01/2005,3811.2,1485.2,780.8,91365,"(41.89681, -87.635924)",,
8502,40460,Merchandise Mart,12/01/2005,4781.4,1047.0,508.2,108185,"(41.888969, -87.633924)",,
8503,40930,Midway Airport,12/01/2005,8310.2,3493.4,3405.4,209009,"(41.78661, -87.737875)",,
8504,40960,Pulaski-Orange,12/01/2005,4696.8,1609.8,1035.0,111857,"(41.799756, -87.724493)",,
8505,41150,Kedzie-Midway,12/01/2005,2845.5,1226.8,810.6,69943,"(41.804236, -87.704406)",,
8506,40310,Western-Orange,12/01/2005,3178.2,1305.6,876.4,77653,"(41.804546, -87.684019)",,
8507,40120,35th/Archer,12/01/2005,2379.7,1008.2,618.8,58108,"(41.829353, -87.680622)",,
8508,41060,Ashland-Orange,12/01/2005,1271.0,649.6,422.2,32049,"(41.839234, -87.665317)",,
8509,41130,Halsted-Orange,12/01/2005,2304.6,976.4,618.2,56370,"(41.84678, -87.648088)",,
8510,40730,Washington/Wells,12/01/2005,6314.0,840.6,488.6,139241,"(41.882695, -87.63378)",,
8511,40040,Quincy/Wells,12/01/2005,5992.0,911.0,680.6,133790,"(41.878723, -87.63374)",,
8512,40160,LaSalle/Van Buren,12/01/2005,2746.3,353.2,193.6,60406,"(41.8768, -87.631739)",,
8513,40850,Library,12/01/2005,1961.0,664.4,355.8,46282,"(41.876862, -87.628196)",,
8514,40680,Adams/Wabash,12/01/2005,5713.6,2082.8,1187.4,136337,"(41.879507, -87.626037)",,
8515,40640,Madison/Wabash,12/01/2005,4772.9,2170.0,1152.8,116845,,,
8516,40200,Randolph/Wabash,12/01/2005,5613.0,2514.0,1565.0,138268,,,
8517,40260,State/Lake,12/01/2005,6566.3,3288.0,2156.6,165115,"(41.88574, -87.627835)",,
8518,40380,Clark/Lake,12/01/2005,14829.2,3250.6,2335.8,339346,"(41.885737, -87.630886)",,
8519,40900,Howard,01/01/2006,5826.8,3858.0,2748.2,154284,"(42.019063, -87.672892)",,
8520,41190,Jarvis,01/01/2006,1263.3,893.5,646.2,33981,"(42.015876, -87.669092)",,
8521,40100,Morse,01/01/2006,3793.2,2757.8,1940.8,102333,"(42.008362, -87.665909)",,
8522,41300,Loyola,01/01/2006,4588.0,3386.5,2163.2,122873,"(42.001073, -87.661061)",,
8523,40760,Granville,01/01/2006,3389.5,2699.8,1802.7,92794,"(41.993664, -87.659202)",,
8524,40880,Thorndale,01/01/2006,2745.9,1759.0,1236.2,72117,"(41.990259, -87.659076)",,
8525,41380,Bryn Mawr,01/01/2006,4334.2,2926.0,2032.3,114916,"(41.983504, -87.65884)",,
8526,40340,Berwyn,01/01/2006,3259.4,2316.8,1664.5,87702,"(41.977984, -87.658668)",,
8527,41200,Argyle,01/01/2006,2563.4,1792.0,1372.5,69235,"(41.973453, -87.65853)",,
8528,40770,Lawrence,01/01/2006,2825.7,1965.3,1546.3,76479,"(41.969139, -87.658493)",,
8529,40540,Wilson,01/01/2006,5254.6,3268.3,2082.5,135914,"(41.964273, -87.657588)",,
8530,40080,Sheridan,01/01/2006,4497.0,3030.5,2103.8,119181,"(41.953775, -87.654929)",,
8531,41420,Addison-North Main,01/01/2006,5143.6,3916.3,3133.2,142479,"(41.947428, -87.653626)",,
8532,41320,Belmont-North Main,01/01/2006,9567.3,7981.3,5578.2,266308,"(41.939751, -87.65338)",,
8533,41220,Fullerton,01/01/2006,11729.4,6732.8,4557.8,300595,"(41.925051, -87.652866)",,
8534,40650,North/Clybourn,01/01/2006,4188.2,3720.8,2695.0,119005,"(41.910655, -87.649177)",,
8535,40630,Clark/Division,01/01/2006,6638.7,5106.5,4018.8,183951,"(41.90392, -87.631412)",,
8536,41450,Chicago/State,01/01/2006,12969.3,10607.0,7670.8,360809,"(41.896671, -87.628176)",,
8537,40330,Grand/State,01/01/2006,8865.2,7418.8,6153.7,252767,"(41.891665, -87.628021)",,
8538,41660,Lake/State,01/01/2006,9513.4,4715.0,3146.7,237521,"(41.884809, -87.627813)",,
8539,40500,Washington/State,01/01/2006,8676.1,4115.5,2316.0,212556,,,
8540,41090,Monroe/State,01/01/2006,5874.6,2349.3,1411.2,141231,"(41.880745, -87.627696)",,
8541,40560,Jackson/State,01/01/2006,10178.3,3169.5,1901.8,237833,"(41.878153, -87.627596)",,
8542,41490,Harrison,01/01/2006,2879.4,2065.3,1366.0,76925,"(41.874039, -87.627479)",,
8543,41400,Roosevelt,01/01/2006,6657.0,4822.0,4127.8,183851,"(41.867368, -87.627402)",,
8544,41000,Cermak-Chinatown,01/01/2006,3182.3,2916.0,2661.0,94458,"(41.853206, -87.630968)",,
8545,40190,Sox-35th-Dan Ryan,01/01/2006,2878.5,1670.0,1159.7,74086,"(41.831191, -87.630636)",,
8546,41230,47th-Dan Ryan,01/01/2006,2647.9,1649.3,1137.0,69025,"(41.810318, -87.63094)",,
8547,41170,Garfield-Dan Ryan,01/01/2006,3675.1,2595.3,1772.5,98193,"(41.79542, -87.631157)",,
8548,40910,63rd-Dan Ryan,01/01/2006,2826.4,1949.3,1559.7,76509,"(41.780536, -87.630952)",,
8549,40990,69th,01/01/2006,5601.2,3624.0,2586.0,147638,"(41.768367, -87.625724)",,
8550,40240,79th,01/01/2006,7324.2,4630.8,3440.8,192977,"(41.750419, -87.625112)",,
8551,41430,87th,01/01/2006,4521.2,2694.3,1776.3,116381,"(41.735372, -87.624717)",,
8552,40450,95th/Dan Ryan,01/01/2006,13306.0,7201.5,5248.7,339724,"(41.722377, -87.624342)",,
8553,41050,Linden,01/01/2006,948.5,428.8,275.3,23285,"(42.073153, -87.69073)",,
8554,41250,Central-Evanston,01/01/2006,874.0,416.0,238.8,21451,"(42.063987, -87.685617)",,
8555,40400,Noyes,01/01/2006,585.3,409.5,165.3,14922,"(42.058282, -87.683337)",,
8556,40520,Foster,01/01/2006,719.3,442.8,242.8,18333,"(42.05416, -87.68356)",,
8557,40050,Davis,01/01/2006,3617.8,2853.0,1638.5,97217,"(42.04771, -87.683543)",,
8558,40690,Dempster,01/01/2006,704.8,487.5,349.0,18845,"(42.041655, -87.681602)",,
8559,40270,Main,01/01/2006,1146.7,662.5,394.2,29095,"(42.033456, -87.679538)",,
8560,40840,South Boulevard,01/01/2006,744.1,303.8,204.8,18071,"(42.027612, -87.678329)",,
8561,40140,Skokie,01/01/2006,2253.0,0.0,0.0,47312,"(42.038951, -87.751919)",,
8562,40890,O'Hare Airport,01/01/2006,8411.4,6596.3,7078.3,245495,"(41.97766526, -87.90422307)",,
8563,40820,Rosemont,01/01/2006,4694.6,1951.8,1362.2,114566,"(41.983507, -87.859388)",,
8564,40230,Cumberland,01/01/2006,5257.5,2073.0,1503.0,127718,"(41.984246, -87.838028)",,
8565,40750,Harlem-O'Hare,01/01/2006,2833.8,1134.3,757.3,68591,"(41.98227, -87.8089)",,
8566,41280,Jefferson Park,01/01/2006,6208.6,2762.0,1983.2,153328,"(41.970634, -87.760892)",,
8567,41330,Montrose-O'Hare,01/01/2006,1849.2,735.8,533.8,44979,"(41.961539, -87.743574)",,
8568,40550,Irving Park-O'Hare,01/01/2006,3913.0,1894.0,1327.0,97711,"(41.952925, -87.729229)",,
8569,41240,Addison-O'Hare,01/01/2006,2417.5,890.8,656.7,58271,"(41.94738, -87.71906)",,
8570,40060,Belmont-O'Hare,01/01/2006,4480.5,2443.0,1785.7,114576,"(41.938132, -87.712359)",,
8571,41020,Logan Square,01/01/2006,4919.8,2730.8,1888.0,125567,"(41.929728, -87.708541)",,
8572,40570,California/Milwaukee,01/01/2006,3239.7,1704.0,1157.2,81793,"(41.921939, -87.69689)",,
8573,40670,Western/Milwaukee,01/01/2006,3744.5,1684.8,1145.2,92245,"(41.916157, -87.687364)",,
8574,40590,Damen/Milwaukee,01/01/2006,4471.0,2533.8,1956.3,115765,"(41.909744, -87.677437)",,
8575,40320,Division/Milwaukee,01/01/2006,4663.0,2257.3,1550.5,116256,"(41.903355, -87.666496)",,
8576,41410,Chicago/Milwaukee,01/01/2006,2695.9,1140.3,828.2,66144,"(41.896075, -87.655214)",,
8577,40490,Grand/Milwaukee,01/01/2006,1515.1,644.0,565.3,37785,"(41.891189, -87.647578)",,
8578,40370,Washington/Dearborn,01/01/2006,8669.4,2776.5,1792.8,203921,"(41.883164, -87.62944)",,
8579,40790,Monroe/Dearborn,01/01/2006,5637.5,1287.8,786.7,128258,"(41.880703, -87.629378)",,
8580,40070,Jackson/Dearborn,01/01/2006,6398.6,1794.3,1098.7,148139,"(41.878183, -87.629296)",,
8581,41340,LaSalle,01/01/2006,2531.2,697.5,446.3,58623,"(41.875568, -87.631722)",,
8582,40430,Clinton-Forest Park,01/01/2006,2984.4,920.0,771.2,70979,"(41.875539, -87.640984)",,
8583,40350,UIC-Halsted,01/01/2006,5530.1,1552.8,925.2,127894,"(41.875474, -87.649707)",,
8584,40470,Racine,01/01/2006,2316.9,919.0,528.7,55503,"(41.87592, -87.659458)",,
8585,40810,Medical Center,01/01/2006,2259.7,867.3,560.7,54286,"(41.875706, -87.673932)",,
8586,40220,Western-Forest Park,01/01/2006,997.4,541.0,408.5,25560,"(41.875478, -87.688436)",,
8587,40250,Kedzie-Homan-Forest Park,01/01/2006,1479.6,832.5,591.7,37952,"(41.874341, -87.70604)",,
8588,40920,Pulaski-Forest Park,01/01/2006,1203.1,820.5,590.8,32093,"(41.873797, -87.725663)",,
8589,40970,Cicero-Forest Park,01/01/2006,954.5,601.0,431.7,25038,"(41.871574, -87.745154)",,
8590,40010,Austin-Forest Park,01/01/2006,1589.5,674.5,454.8,38807,"(41.870851, -87.776812)",,
8591,40180,Oak Park-Forest Park,01/01/2006,1433.8,462.0,302.5,33773,"(41.872108, -87.791602)",,
8592,40980,Harlem-Forest Park,01/01/2006,807.0,389.0,282.3,20197,"(41.87349, -87.806961)",,
8593,40390,Forest Park,01/01/2006,3559.5,1353.0,977.0,86024,"(41.874257, -87.817318)",,
8594,41030,Polk,01/01/2006,3197.9,795.0,443.7,72998,"(41.871551, -87.66953)",,
8595,40830,18th,01/01/2006,1030.4,578.8,372.8,26190,"(41.857908, -87.669147)",,
8596,40210,Damen-Cermak,01/01/2006,795.7,382.5,235.7,19654,"(41.854517, -87.675975)",,
8597,40740,Western-Cermak,01/01/2006,705.0,361.3,227.0,17612,"(41.854225, -87.685129)",,
8598,40440,California-Cermak,01/01/2006,898.0,385.3,271.2,22027,"(41.854109, -87.694774)",,
8599,41040,Kedzie-Cermak,01/01/2006,544.5,302.5,194.3,13811,"(41.853964, -87.705408)",,
8600,40780,Central Park,01/01/2006,659.5,333.3,214.8,16471,"(41.853839, -87.714842)",,
8601,40150,Pulaski-Cermak,01/01/2006,660.9,396.3,265.7,17058,"(41.853732, -87.724311)",,
8602,40600,Kostner,01/01/2006,317.3,152.3,100.8,7877,"(41.853751, -87.733258)",,
8603,40420,Cicero-Cermak,01/01/2006,889.9,464.8,329.7,22524,"(41.85182, -87.745336)",,
8604,40580,54th/Cermak,01/01/2006,1743.8,739.3,462.2,42350,"(41.85177331, -87.75669201)",,
8605,40020,Harlem-Lake,01/01/2006,3207.6,1646.0,1018.3,80053,"(41.886848, -87.803176)",,
8606,41350,Oak Park-Lake,01/01/2006,1410.9,639.5,405.5,34620,"(41.886988, -87.793783)",,
8607,40610,Ridgeland,01/01/2006,1294.8,397.0,246.0,30254,"(41.887159, -87.783661)",,
8608,41260,Austin-Lake,01/01/2006,1874.0,957.5,609.5,46841,"(41.887293, -87.774135)",,
8609,40280,Central-Lake,01/01/2006,2256.4,1334.0,884.3,58026,"(41.887389, -87.76565)",,
8610,40700,Laramie,01/01/2006,1420.6,856.5,565.0,36649,"(41.887163, -87.754986)",,
8611,40480,Cicero-Lake,01/01/2006,1316.6,795.3,567.5,34234,"(41.886519, -87.744698)",,
8612,40030,Pulaski-Lake,01/01/2006,1469.1,874.8,584.5,37857,"(41.885412, -87.725404)",,
8613,41670,Conservatory,01/01/2006,653.9,367.8,240.5,16646,"(41.884904, -87.716523)",,
8614,41070,Kedzie-Lake,01/01/2006,1181.0,692.5,476.0,30428,"(41.884321, -87.706155)",,
8615,41360,California-Lake,01/01/2006,928.6,453.5,330.2,23295,"(41.88422, -87.696234)",,
8616,40170,Ashland-Lake,01/01/2006,1637.3,610.5,358.7,38978,"(41.885269, -87.666969)",,
8617,41160,Clinton-Lake,01/01/2006,2459.0,542.3,377.8,56074,"(41.885678, -87.641782)",,
8618,41120,35-Bronzeville-IIT,01/01/2006,2082.4,1230.8,735.0,53064,"(41.831677, -87.625826)",,
8619,40300,Indiana,01/01/2006,652.4,293.3,250.5,16377,"(41.821732, -87.621371)",,
8620,41270,43rd,01/01/2006,885.6,430.5,309.2,22174,"(41.816462, -87.619021)",,
8621,41080,47th-South Elevated,01/01/2006,1243.2,718.8,475.0,31832,"(41.809209, -87.618826)",,
8622,40130,51st,01/01/2006,1014.2,620.3,385.7,26093,"(41.80209, -87.618487)",,
8623,40510,Garfield-South Elevated,01/01/2006,1276.1,731.3,468.8,32536,"(41.795172, -87.618327)",,
8624,41140,King Drive,01/01/2006,662.2,372.8,281.5,17087,"(41.78013, -87.615546)",,
8625,40720,East 63rd-Cottage Grove,01/01/2006,1280.0,707.0,491.5,32658,"(41.780309, -87.605857)",,
8626,40940,Halsted/63rd,01/01/2006,642.1,374.3,281.7,16671,"(41.778943, -87.644244)",,
8627,40290,Ashland/63rd,01/01/2006,1780.6,938.8,697.2,45331,"(41.77886, -87.663766)",,
8628,41290,Kimball,01/01/2006,3409.4,2053.8,1191.8,86963,"(41.967901, -87.713065)",,
8629,41180,Kedzie-Brown,01/01/2006,1484.4,986.8,636.0,38935,"(41.965996, -87.708821)",,
8630,40870,Francisco,01/01/2006,1022.1,484.5,293.7,25165,"(41.966046, -87.701644)",,
8631,41010,Rockwell,01/01/2006,1377.2,674.8,408.7,34072,"(41.966115, -87.6941)",,
8632,41480,Western-Brown,01/01/2006,3081.0,1886.3,1179.7,79325,"(41.966163, -87.688502)",,
8633,40090,Damen-Brown,01/01/2006,1890.0,1050.0,665.2,47881,"(41.966286, -87.678639)",,
8634,41500,Montrose-Brown,01/01/2006,2114.2,1099.8,691.7,52948,"(41.961756, -87.675047)",,
8635,41460,Irving Park-Brown,01/01/2006,2314.4,1065.8,636.5,56684,"(41.954521, -87.674868)",,
8636,41440,Addison-Brown,01/01/2006,1909.0,830.3,499.7,46408,"(41.947028, -87.674642)",,
8637,41310,Paulina,01/01/2006,2184.3,1206.8,719.2,55012,"(41.943623, -87.670907)",,
8638,40360,Southport,01/01/2006,2717.9,1468.3,850.5,68052,"(41.943744, -87.663619)",,
8639,41210,Wellington,01/01/2006,2518.2,995.3,634.0,60668,"(41.936033, -87.653266)",,
8640,40530,Diversey,01/01/2006,4614.2,2537.0,1480.8,115932,"(41.932732, -87.653131)",,
8641,40660,Armitage,01/01/2006,3589.2,1670.8,933.0,87654,"(41.918217, -87.652644)",,
8642,40800,Sedgwick,01/01/2006,2941.8,1495.5,963.8,73543,"(41.910409, -87.639302)",,
8643,40710,Chicago/Franklin,01/01/2006,4140.9,1800.8,963.2,99940,"(41.89681, -87.635924)",,
8644,40460,Merchandise Mart,01/01/2006,5521.4,1108.5,523.5,123525,"(41.888969, -87.633924)",,
8645,40930,Midway Airport,01/01/2006,8031.5,3335.0,3086.0,200517,"(41.78661, -87.737875)",,
8646,40960,Pulaski-Orange,01/01/2006,4780.7,1567.3,958.3,112414,"(41.799756, -87.724493)",,
8647,41150,Kedzie-Midway,01/01/2006,2905.0,1199.3,774.7,70449,"(41.804236, -87.704406)",,
8648,40310,Western-Orange,01/01/2006,3239.6,1341.8,822.0,78331,"(41.804546, -87.684019)",,
8649,40120,35th/Archer,01/01/2006,2373.4,913.3,558.8,56848,"(41.829353, -87.680622)",,
8650,41060,Ashland-Orange,01/01/2006,1293.5,628.8,421.7,32209,"(41.839234, -87.665317)",,
8651,41130,Halsted-Orange,01/01/2006,2420.7,915.3,617.0,58197,"(41.84678, -87.648088)",,
8652,40730,Washington/Wells,01/01/2006,6968.0,901.8,540.0,153174,"(41.882695, -87.63378)",,
8653,40040,Quincy/Wells,01/01/2006,6666.8,1102.0,732.3,148805,"(41.878723, -87.63374)",,
8654,40160,LaSalle/Van Buren,01/01/2006,2903.2,316.3,341.5,64282,"(41.8768, -87.631739)",,
8655,40850,Library,01/01/2006,2307.0,769.0,427.7,54089,"(41.876862, -87.628196)",,
8656,40680,Adams/Wabash,01/01/2006,6696.4,2308.5,1231.5,157248,"(41.879507, -87.626037)",,
8657,40640,Madison/Wabash,01/01/2006,4529.9,1967.5,1045.8,109272,,,
8658,40200,Randolph/Wabash,01/01/2006,5448.9,2196.0,1330.5,131194,,,
8659,40260,State/Lake,01/01/2006,6818.0,3205.8,2194.5,169167,"(41.88574, -87.627835)",,
8660,40380,Clark/Lake,01/01/2006,15809.0,3198.8,2385.2,359095,"(41.885737, -87.630886)",,
8661,40900,Howard,02/01/2006,5992.3,3844.0,2718.8,146097,"(42.019063, -87.672892)",,
8662,41190,Jarvis,02/01/2006,1275.9,922.0,660.3,31846,"(42.015876, -87.669092)",,
8663,40100,Morse,02/01/2006,3895.1,2630.8,2007.0,96452,"(42.008362, -87.665909)",,
8664,41300,Loyola,02/01/2006,5226.7,3781.5,2512.5,129710,"(42.001073, -87.661061)",,
8665,40760,Granville,02/01/2006,3587.5,2871.5,2030.5,91358,"(41.993664, -87.659202)",,
8666,40880,Thorndale,02/01/2006,2905.6,1765.8,1273.0,70266,"(41.990259, -87.659076)",,
8667,41380,Bryn Mawr,02/01/2006,4453.0,2873.8,2079.3,108872,"(41.983504, -87.65884)",,
8668,40340,Berwyn,02/01/2006,3358.0,2347.3,1680.5,83270,"(41.977984, -87.658668)",,
8669,41200,Argyle,02/01/2006,2633.1,1833.0,1351.3,65398,"(41.973453, -87.65853)",,
8670,40770,Lawrence,02/01/2006,2956.4,2208.0,1534.5,74097,"(41.969139, -87.658493)",,
8671,40540,Wilson,02/01/2006,5645.8,3387.3,2136.3,135010,"(41.964273, -87.657588)",,
8672,40080,Sheridan,02/01/2006,4667.5,2940.3,2126.3,113616,"(41.953775, -87.654929)",,
8673,41420,Addison-North Main,02/01/2006,5466.7,4003.8,2903.8,136964,"(41.947428, -87.653626)",,
8674,41320,Belmont-North Main,02/01/2006,9870.4,7968.5,5488.0,251233,"(41.939751, -87.65338)",,
8675,41220,Fullerton,02/01/2006,11677.2,6499.5,4553.3,277754,"(41.925051, -87.652866)",,
8676,40650,North/Clybourn,02/01/2006,4190.7,3640.5,2644.8,108955,"(41.910655, -87.649177)",,
8677,40630,Clark/Division,02/01/2006,6986.1,5237.0,3875.3,176171,"(41.90392, -87.631412)",,
8678,41450,Chicago/State,02/01/2006,13310.3,10603.5,7228.8,337535,"(41.896671, -87.628176)",,
8679,40330,Grand/State,02/01/2006,8992.7,7502.8,5132.0,230393,"(41.891665, -87.628021)",,
8680,41660,Lake/State,02/01/2006,10023.3,5291.0,3288.0,234782,"(41.884809, -87.627813)",,
8681,40500,Washington/State,02/01/2006,8865.0,4088.5,2443.8,203428,,,
8682,41090,Monroe/State,02/01/2006,6151.4,2795.3,1478.0,140121,"(41.880745, -87.627696)",,
8683,40560,Jackson/State,02/01/2006,10638.8,3528.3,2096.3,235274,"(41.878153, -87.627596)",,
8684,41490,Harrison,02/01/2006,3856.0,2780.0,1665.5,94901,"(41.874039, -87.627479)",,
8685,41400,Roosevelt,02/01/2006,7289.1,5089.8,3719.5,181018,"(41.867368, -87.627402)",,
8686,41000,Cermak-Chinatown,02/01/2006,3441.4,3314.8,2348.5,91480,"(41.853206, -87.630968)",,
8687,40190,Sox-35th-Dan Ryan,02/01/2006,3113.8,1719.3,1203.8,73968,"(41.831191, -87.630636)",,
8688,41230,47th-Dan Ryan,02/01/2006,2740.3,1633.0,1197.5,66128,"(41.810318, -87.63094)",,
8689,41170,Garfield-Dan Ryan,02/01/2006,3871.0,2617.8,1693.8,94665,"(41.79542, -87.631157)",,
8690,40910,63rd-Dan Ryan,02/01/2006,2982.1,1966.0,1550.3,73707,"(41.780536, -87.630952)",,
8691,40990,69th,02/01/2006,5913.4,3710.3,2584.8,143448,"(41.768367, -87.625724)",,
8692,40240,79th,02/01/2006,7520.0,4706.0,3534.3,183360,"(41.750419, -87.625112)",,
8693,41430,87th,02/01/2006,4668.8,2775.5,1795.5,111660,"(41.735372, -87.624717)",,
8694,40450,95th/Dan Ryan,02/01/2006,13930.2,7154.5,5164.3,327878,"(41.722377, -87.624342)",,
8695,41050,Linden,02/01/2006,937.9,397.3,239.8,21305,"(42.073153, -87.69073)",,
8696,41250,Central-Evanston,02/01/2006,899.4,491.5,238.0,20906,"(42.063987, -87.685617)",,
8697,40400,Noyes,02/01/2006,598.3,417.8,198.8,14431,"(42.058282, -87.683337)",,
8698,40520,Foster,02/01/2006,723.3,449.5,253.5,17277,"(42.05416, -87.68356)",,
8699,40050,Davis,02/01/2006,3626.1,2805.5,1681.3,90469,"(42.04771, -87.683543)",,
8700,40690,Dempster,02/01/2006,719.5,510.0,335.0,17770,"(42.041655, -87.681602)",,
8701,40270,Main,02/01/2006,1185.5,609.0,391.0,27709,"(42.033456, -87.679538)",,
8702,40840,South Boulevard,02/01/2006,744.3,332.3,190.8,16978,"(42.027612, -87.678329)",,
8703,40140,Skokie,02/01/2006,2333.6,0.0,0.0,46671,"(42.038951, -87.751919)",,
8704,40890,O'Hare Airport,02/01/2006,8365.0,6151.0,6797.3,219093,"(41.97766526, -87.90422307)",,
8705,40820,Rosemont,02/01/2006,4799.5,2143.0,1396.0,110145,"(41.983507, -87.859388)",,
8706,40230,Cumberland,02/01/2006,5376.1,2062.0,1505.0,121790,"(41.984246, -87.838028)",,
8707,40750,Harlem-O'Hare,02/01/2006,2844.6,1079.5,722.3,64099,"(41.98227, -87.8089)",,
8708,41280,Jefferson Park,02/01/2006,6293.5,2825.8,1966.0,145036,"(41.970634, -87.760892)",,
8709,41330,Montrose-O'Hare,02/01/2006,1900.3,708.8,515.3,42902,"(41.961539, -87.743574)",,
8710,40550,Irving Park-O'Hare,02/01/2006,3962.6,1871.3,1318.3,92009,"(41.952925, -87.729229)",,
8711,41240,Addison-O'Hare,02/01/2006,2481.8,900.0,625.3,55737,"(41.94738, -87.71906)",,
8712,40060,Belmont-O'Hare,02/01/2006,4619.1,2457.8,1842.8,109583,"(41.938132, -87.712359)",,
8713,41020,Logan Square,02/01/2006,5126.2,2815.8,1997.8,121777,"(41.929728, -87.708541)",,
8714,40570,California/Milwaukee,02/01/2006,3381.4,1776.0,1159.8,79371,"(41.921939, -87.69689)",,
8715,40670,Western/Milwaukee,02/01/2006,3895.8,1710.8,1074.5,89056,"(41.916157, -87.687364)",,
8716,40590,Damen/Milwaukee,02/01/2006,4568.0,2582.0,1895.3,109269,"(41.909744, -87.677437)",,
8717,40320,Division/Milwaukee,02/01/2006,4869.4,2265.5,1564.0,112706,"(41.903355, -87.666496)",,
8718,41410,Chicago/Milwaukee,02/01/2006,2789.8,1249.5,812.0,64042,"(41.896075, -87.655214)",,
8719,40490,Grand/Milwaukee,02/01/2006,1551.1,661.0,409.3,35303,"(41.891189, -87.647578)",,
8720,40370,Washington/Dearborn,02/01/2006,8687.1,2787.0,1742.0,191857,"(41.883164, -87.62944)",,
8721,40790,Monroe/Dearborn,02/01/2006,5917.0,1493.8,923.3,128007,"(41.880703, -87.629378)",,
8722,40070,Jackson/Dearborn,02/01/2006,6710.6,1881.8,1158.5,146372,"(41.878183, -87.629296)",,
8723,41340,LaSalle,02/01/2006,2825.8,853.0,514.8,61986,"(41.875568, -87.631722)",,
8724,40430,Clinton-Forest Park,02/01/2006,3020.4,898.0,816.0,67264,"(41.875539, -87.640984)",,
8725,40350,UIC-Halsted,02/01/2006,6265.4,1618.0,1052.3,135989,"(41.875474, -87.649707)",,
8726,40470,Racine,02/01/2006,2414.6,936.3,533.0,54169,"(41.87592, -87.659458)",,
8727,40810,Medical Center,02/01/2006,2283.1,791.0,517.3,50894,"(41.875706, -87.673932)",,
8728,40220,Western-Forest Park,02/01/2006,1069.7,565.8,399.0,25252,"(41.875478, -87.688436)",,
8729,40250,Kedzie-Homan-Forest Park,02/01/2006,1483.2,806.8,595.3,35272,"(41.874341, -87.70604)",,
8730,40920,Pulaski-Forest Park,02/01/2006,1206.5,778.5,572.0,29532,"(41.873797, -87.725663)",,
8731,40970,Cicero-Forest Park,02/01/2006,993.7,591.5,412.0,23888,"(41.871574, -87.745154)",,
8732,40010,Austin-Forest Park,02/01/2006,1623.7,623.0,421.8,36653,"(41.870851, -87.776812)",,
8733,40180,Oak Park-Forest Park,02/01/2006,1484.6,461.8,304.0,32754,"(41.872108, -87.791602)",,
8734,40980,Harlem-Forest Park,02/01/2006,819.7,418.0,273.5,19160,"(41.87349, -87.806961)",,
8735,40390,Forest Park,02/01/2006,3670.0,1349.5,958.3,82630,"(41.874257, -87.817318)",,
8736,41030,Polk,02/01/2006,3276.7,754.8,472.3,70442,"(41.871551, -87.66953)",,
8737,40830,18th,02/01/2006,1071.4,589.0,368.8,25259,"(41.857908, -87.669147)",,
8738,40210,Damen-Cermak,02/01/2006,845.4,356.5,238.3,19287,"(41.854517, -87.675975)",,
8739,40740,Western-Cermak,02/01/2006,739.5,362.8,227.5,17150,"(41.854225, -87.685129)",,
8740,40440,California-Cermak,02/01/2006,912.0,407.0,271.0,20951,"(41.854109, -87.694774)",,
8741,41040,Kedzie-Cermak,02/01/2006,554.4,310.8,204.0,13146,"(41.853964, -87.705408)",,
8742,40780,Central Park,02/01/2006,696.8,302.5,226.0,16050,"(41.853839, -87.714842)",,
8743,40150,Pulaski-Cermak,02/01/2006,680.3,394.3,262.5,16233,"(41.853732, -87.724311)",,
8744,40600,Kostner,02/01/2006,342.4,153.0,107.0,7887,"(41.853751, -87.733258)",,
8745,40420,Cicero-Cermak,02/01/2006,932.9,475.8,329.5,21878,"(41.85182, -87.745336)",,
8746,40580,54th/Cermak,02/01/2006,1781.8,694.3,474.3,40310,"(41.85177331, -87.75669201)",,
8747,40020,Harlem-Lake,02/01/2006,3242.7,1716.0,959.5,75556,"(41.886848, -87.803176)",,
8748,41350,Oak Park-Lake,02/01/2006,1411.5,624.0,407.0,32354,"(41.886988, -87.793783)",,
8749,40610,Ridgeland,02/01/2006,1318.4,403.3,222.0,28869,"(41.887159, -87.783661)",,
8750,41260,Austin-Lake,02/01/2006,1917.6,953.0,617.0,44631,"(41.887293, -87.774135)",,
8751,40280,Central-Lake,02/01/2006,2326.3,1272.3,860.8,55057,"(41.887389, -87.76565)",,
8752,40700,Laramie,02/01/2006,1487.8,803.8,597.0,35359,"(41.887163, -87.754986)",,
8753,40480,Cicero-Lake,02/01/2006,1334.3,733.3,548.8,31813,"(41.886519, -87.744698)",,
8754,40030,Pulaski-Lake,02/01/2006,1521.2,873.8,612.5,36368,"(41.885412, -87.725404)",,
